"School_Name","Region","Salary_Type","Salary"
"Pittsburg State University","Midwestern","Mid_Career_90th_Percentile_Salary",117000
"Davenport University","Midwestern","Mid_Career_90th_Percentile_Salary",85700
"Black Hills State University","Midwestern","Mid_Career_90th_Percentile_Salary",NA
"Rice University","Southern","Mid_Career_90th_Percentile_Salary",216000
"Georgetown University","Southern","Mid_Career_90th_Percentile_Salary",248000
"Duke University","Southern","Mid_Career_90th_Percentile_Salary",218000
"Georgia Institute of Technology","Southern","Mid_Career_90th_Percentile_Salary",183000
"Washington and Lee University","Southern","Mid_Career_90th_Percentile_Salary",NA
"Vanderbilt University","Southern","Mid_Career_90th_Percentile_Salary",222000
"Davidson College","Southern","Mid_Career_90th_Percentile_Salary",NA
"University of Virginia (UVA)","Southern","Mid_Career_90th_Percentile_Salary",215000
"George Washington University (GWU)","Southern","Mid_Career_90th_Percentile_Salary",194000
"Texas A&M University","Southern","Mid_Career_90th_Percentile_Salary",171000
"Tulane University","Southern","Mid_Career_90th_Percentile_Salary",185000
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Mid_Career_90th_Percentile_Salary",163000
"University of Maryland, College Park","Southern","Mid_Career_90th_Percentile_Salary",166000
"University of Richmond","Southern","Mid_Career_90th_Percentile_Salary",211000
"University of Texas (UT) - Austin","Southern","Mid_Career_90th_Percentile_Salary",188000
"Emory University","Southern","Mid_Career_90th_Percentile_Salary",192000
"American University, Washington D.C.","Southern","Mid_Career_90th_Percentile_Salary",169000
"University of Tulsa","Southern","Mid_Career_90th_Percentile_Salary",197000
"Baylor University","Southern","Mid_Career_90th_Percentile_Salary",200000
"University of Florida (UF)","Southern","Mid_Career_90th_Percentile_Salary",172000
"Louisiana State University (LSU)","Southern","Mid_Career_90th_Percentile_Salary",165000
"George Mason University","Southern","Mid_Career_90th_Percentile_Salary",150000
"Clemson University","Southern","Mid_Career_90th_Percentile_Salary",150000
"University of Georgia (UGA)","Southern","Mid_Career_90th_Percentile_Salary",164000
"Auburn University","Southern","Mid_Career_90th_Percentile_Salary",145000
"University of Delaware","Southern","Mid_Career_90th_Percentile_Salary",165000
"Randolph-Macon College","Southern","Mid_Career_90th_Percentile_Salary",NA
"North Carolina State University (NCSU)","Southern","Mid_Career_90th_Percentile_Salary",153000
"University of Oklahoma","Southern","Mid_Career_90th_Percentile_Salary",167000
"University of Arkansas","Southern","Mid_Career_90th_Percentile_Salary",160000
"University of Alabama at Huntsville (UAH)","Southern","Mid_Career_90th_Percentile_Salary",132000
"Howard University","Southern","Mid_Career_90th_Percentile_Salary",138000
"University of North Carolina at Chapel Hill (UNCH)","Southern","Mid_Career_90th_Percentile_Salary",155000
"University of Alabama, Tuscaloosa","Southern","Mid_Career_90th_Percentile_Salary",161000
"University of Texas at Arlington (UTA)","Southern","Mid_Career_90th_Percentile_Salary",138000
"Oklahoma State University","Southern","Mid_Career_90th_Percentile_Salary",151000
"Tennessee Technological University","Southern","Mid_Career_90th_Percentile_Salary",121000
"University of Houston (UH)","Southern","Mid_Career_90th_Percentile_Salary",141000
"University of Mississippi","Southern","Mid_Career_90th_Percentile_Salary",186000
"Lamar University","Southern","Mid_Career_90th_Percentile_Salary",158000
"Mississippi State University (MSU)","Southern","Mid_Career_90th_Percentile_Salary",151000
"University of Kentucky (UK)","Southern","Mid_Career_90th_Percentile_Salary",149000
"Texas Christian University (TCU)","Southern","Mid_Career_90th_Percentile_Salary",183000
"West Virginia University (WVU)","Southern","Mid_Career_90th_Percentile_Salary",141000
"University of Maryland Baltimore County (UMBC)","Southern","Mid_Career_90th_Percentile_Salary",130000
"University of Louisiana (UL) at Lafayette","Southern","Mid_Career_90th_Percentile_Salary",163000
"Florida International University (FIU)","Southern","Mid_Career_90th_Percentile_Salary",136000
"University of Tennessee","Southern","Mid_Career_90th_Percentile_Salary",153000
"University of Arkansas - Monticello (UAM)","Southern","Mid_Career_90th_Percentile_Salary",NA
"University of North Carolina at Charlotte (UNCC)","Southern","Mid_Career_90th_Percentile_Salary",133000
"Georgia State University","Southern","Mid_Career_90th_Percentile_Salary",145000
"LeTourneau University","Southern","Mid_Career_90th_Percentile_Salary",126000
"Florida State University (FSU)","Southern","Mid_Career_90th_Percentile_Salary",156000
"University of Texas at El Paso (UTEP)","Southern","Mid_Career_90th_Percentile_Salary",133000
"University of Central Florida (UCF)","Southern","Mid_Career_90th_Percentile_Salary",125000
"University of South Carolina","Southern","Mid_Career_90th_Percentile_Salary",131000
"Florida Atlantic University (FAU)","Southern","Mid_Career_90th_Percentile_Salary",137000
"University of South Florida (USF)","Southern","Mid_Career_90th_Percentile_Salary",131000
"University of Texas at San Antonio (UTSA)","Southern","Mid_Career_90th_Percentile_Salary",121000
"University of Alabama at Birmingham (UAB)","Southern","Mid_Career_90th_Percentile_Salary",125000
"University of Memphis (U of M)","Southern","Mid_Career_90th_Percentile_Salary",127000
"Appalachian State University","Southern","Mid_Career_90th_Percentile_Salary",115000
"Virginia Commonwealth University (VCU)","Southern","Mid_Career_90th_Percentile_Salary",123000
"East Carolina University (ECU)","Southern","Mid_Career_90th_Percentile_Salary",151000
"Western Carolina University","Southern","Mid_Career_90th_Percentile_Salary",133000
"Jacksonville University","Southern","Mid_Career_90th_Percentile_Salary",121000
"University of North Carolina at Wilmington (UNCW)","Southern","Mid_Career_90th_Percentile_Salary",129000
"Oklahoma City University","Southern","Mid_Career_90th_Percentile_Salary",NA
"Arkansas State University (ASU)","Southern","Mid_Career_90th_Percentile_Salary",118000
"Tarleton State University (TSU)","Southern","Mid_Career_90th_Percentile_Salary",126000
"Morehead State University","Southern","Mid_Career_90th_Percentile_Salary",91300
"Mississippi College","Southern","Mid_Career_90th_Percentile_Salary",NA
"Dallas Baptist University","Southern","Mid_Career_90th_Percentile_Salary",98100
"Austin Peay State University","Southern","Mid_Career_90th_Percentile_Salary",96200
"Saint Leo University","Southern","Mid_Career_90th_Percentile_Salary",113000
"Tusculum College","Southern","Mid_Career_90th_Percentile_Salary",124000
"Virginia Wesleyan College (VWC)","Southern","Mid_Career_90th_Percentile_Salary",NA
"Lee University (Cleveland, TN)","Southern","Mid_Career_90th_Percentile_Salary",NA
"Florida Metropolitan University (FMU)","Southern","Mid_Career_90th_Percentile_Salary",102000
"Dartmouth College","Northeastern","Mid_Career_90th_Percentile_Salary",321000
"Princeton University","Northeastern","Mid_Career_90th_Percentile_Salary",261000
"Massachusetts Institute of Technology (MIT)","Northeastern","Mid_Career_90th_Percentile_Salary",220000
"Yale University","Northeastern","Mid_Career_90th_Percentile_Salary",326000
"Harvard University","Northeastern","Mid_Career_90th_Percentile_Salary",288000
"University of Pennsylvania","Northeastern","Mid_Career_90th_Percentile_Salary",282000
"Polytechnic University of New York, Brooklyn","Northeastern","Mid_Career_90th_Percentile_Salary",190000
"Cooper Union","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Worcester Polytechnic Institute (WPI)","Northeastern","Mid_Career_90th_Percentile_Salary",180000
"Carnegie Mellon University (CMU)","Northeastern","Mid_Career_90th_Percentile_Salary",209000
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Mid_Career_90th_Percentile_Salary",182000
"Cornell University","Northeastern","Mid_Career_90th_Percentile_Salary",210000
"Bucknell University","Northeastern","Mid_Career_90th_Percentile_Salary",251000
"Brown University","Northeastern","Mid_Career_90th_Percentile_Salary",228000
"Colgate University","Northeastern","Mid_Career_90th_Percentile_Salary",265000
"Columbia University","Northeastern","Mid_Career_90th_Percentile_Salary",241000
"Amherst College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Lafayette College","Northeastern","Mid_Career_90th_Percentile_Salary",204000
"Bowdoin College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"College of the Holy Cross","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Stevens Institute of Technology","Northeastern","Mid_Career_90th_Percentile_Salary",185000
"Lehigh University","Northeastern","Mid_Career_90th_Percentile_Salary",229000
"Swarthmore College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Boston College","Northeastern","Mid_Career_90th_Percentile_Salary",195000
"Williams College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Villanova University","Northeastern","Mid_Career_90th_Percentile_Salary",226000
"Fordham University","Northeastern","Mid_Career_90th_Percentile_Salary",198000
"Wesleyan University (Middletown, Connecticut)","Northeastern","Mid_Career_90th_Percentile_Salary",215000
"Wentworth Institute of Technology","Northeastern","Mid_Career_90th_Percentile_Salary",153000
"Bates College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Binghamton University","Northeastern","Mid_Career_90th_Percentile_Salary",201000
"Union College","Northeastern","Mid_Career_90th_Percentile_Salary",230000
"New York University (NYU)","Northeastern","Mid_Career_90th_Percentile_Salary",216000
"Vassar College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Middlebury College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Mount Holyoke College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Boston University","Northeastern","Mid_Career_90th_Percentile_Salary",193000
"Drexel University","Northeastern","Mid_Career_90th_Percentile_Salary",161000
"St. John's University, New York","Northeastern","Mid_Career_90th_Percentile_Salary",181000
"Long Island University","Northeastern","Mid_Career_90th_Percentile_Salary",169000
"Stony Brook University","Northeastern","Mid_Career_90th_Percentile_Salary",181000
"Franklin and Marshall College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Hofstra University","Northeastern","Mid_Career_90th_Percentile_Salary",189000
"State University of New York (SUNY) at Albany","Northeastern","Mid_Career_90th_Percentile_Salary",209000
"Rutgers University","Northeastern","Mid_Career_90th_Percentile_Salary",176000
"Pratt Institute","Northeastern","Mid_Career_90th_Percentile_Salary",155000
"Pace University","Northeastern","Mid_Career_90th_Percentile_Salary",187000
"Seton Hall University","Northeastern","Mid_Career_90th_Percentile_Salary",195000
"Rider University","Northeastern","Mid_Career_90th_Percentile_Salary",150000
"University of Connecticut (UConn)","Northeastern","Mid_Career_90th_Percentile_Salary",162000
"Providence College","Northeastern","Mid_Career_90th_Percentile_Salary",194000
"University of Massachusetts (UMass) - Amherst","Northeastern","Mid_Career_90th_Percentile_Salary",168000
"Ithaca College","Northeastern","Mid_Career_90th_Percentile_Salary",174000
"University of Massachusetts (UMass) - Lowell","Northeastern","Mid_Career_90th_Percentile_Salary",158000
"Northeastern University","Northeastern","Mid_Career_90th_Percentile_Salary",159000
"Syracuse University","Northeastern","Mid_Career_90th_Percentile_Salary",178000
"Colby College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Gettysburg College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Pennsylvania State University (PSU)","Northeastern","Mid_Career_90th_Percentile_Salary",160000
"University of Rhode Island (URI)","Northeastern","Mid_Career_90th_Percentile_Salary",157000
"Siena College","Northeastern","Mid_Career_90th_Percentile_Salary",189000
"La Salle University (Philadelphia)","Northeastern","Mid_Career_90th_Percentile_Salary",151000
"Rochester Institute of Technology (RIT)","Northeastern","Mid_Career_90th_Percentile_Salary",159000
"Duquesne University","Northeastern","Mid_Career_90th_Percentile_Salary",131000
"State University of New York (SUNY) at Farmingdale","Northeastern","Mid_Career_90th_Percentile_Salary",162000
"Smith College","Northeastern","Mid_Career_90th_Percentile_Salary",184000
"Hamilton College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Wellesley College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Widener University","Northeastern","Mid_Career_90th_Percentile_Salary",138000
"University of New Haven","Northeastern","Mid_Career_90th_Percentile_Salary",157000
"Dowling College","Northeastern","Mid_Career_90th_Percentile_Salary",142000
"University of Vermont (UVM)","Northeastern","Mid_Career_90th_Percentile_Salary",194000
"State University of New York (SUNY) at Buffalo","Northeastern","Mid_Career_90th_Percentile_Salary",147000
"State University of New York (SUNY) at Geneseo","Northeastern","Mid_Career_90th_Percentile_Salary",173000
"Fashion Institute of Technology","Northeastern","Mid_Career_90th_Percentile_Salary",138000
"Philadelphia University","Northeastern","Mid_Career_90th_Percentile_Salary",141000
"Ursinus College","Northeastern","Mid_Career_90th_Percentile_Salary",160000
"Adelphi University","Northeastern","Mid_Career_90th_Percentile_Salary",160000
"Juniata College","Northeastern","Mid_Career_90th_Percentile_Salary",NA
"Fairleigh Dickinson University","Northeastern","Mid_Career_90th_Percentile_Salary",171000
"University of New Hampshire (UNH)","Northeastern","Mid_Career_90th_Percentile_Salary",147000
"University of Massachusetts (UMass) - Boston","Northeastern","Mid_Career_90th_Percentile_Salary",151000
"State University of New York (SUNY) at Oswego","Northeastern","Mid_Career_90th_Percentile_Salary",169000
